,Source,Destination,Weight
673, Weakness, headache severe,7.0
674, Weakness, Overweight,5.0
675, Weakness, gastrointestinal gas,7.0
676, Weakness, Sore Throat,8.0
677, Weakness, Low Back Pain,6.0
678, Weakness, Sore to touch,23.0
679, Weakness, Clouded consciousness,20.0
680, Weakness, Dizziness,58.0
681, Weakness, Muscle Cramp,25.0
682, Weakness, Sharp pain,10.0
683, Weakness, physical symptom,1.0
684, Weakness, Tired,83.0
685, Weakness, Fatigue,66.0
686, Weakness, Abdominal bloating,14.0
687, Weakness, Myalgia,24.0
688, Weakness, Coughing,16.0
689, Weakness, Severe diarrhea,1.0
690, Weakness, Upset stomach,1.0
691, Weakness, Stomach cramps,3.0
692, Weakness, Influenza-like symptoms,5.0
693, Weakness, Rhinorrhea,4.0
694, Weakness, Malaise,38.0
695, Weakness, Blood in stool,1.0
696, Weakness, Decreased Libido,1.0
697, Weakness, Pain in testicle,1.0
698, Weakness, Heartburn,5.0
699, Weakness, Moderate pain,1.0
700, Weakness, Breathing abnormally deep,6.0
701, Weakness, Mastodynia,1.0
702, Weakness, Chest pressure,1.0
703, Weakness, Chest Pain,15.0
704, Weakness, Hot flushes,5.0
705, Weakness, Spasm,14.0
706, Weakness, HEART PROBLEM,8.0
707, Weakness, Shoulder Pain,4.0
708, Weakness, Left sided chest pain,1.0
709, Weakness, Vaginal pain,1.0
710, Weakness, Dyspnea,19.0
711, Weakness, Ache,17.0
712, Weakness, Nervousness,10.0
713, Weakness, Vomiting,23.0
714, Weakness, back symptoms,2.0
715, Weakness, Sore mouth,1.0
716, Weakness, Exhaustion,21.0
717, Weakness, Hunger,8.0
718, Weakness, Depressed - symptom,5.0
719, Weakness, Sleeplessness,15.0
720, Weakness, Feeling tense,10.0
721, Weakness, Syncope,27.0
722, Weakness, spells,7.0
723, Weakness, Flatulence,3.0
724, Weakness, Flushing,9.0
725, Weakness, side pain,5.0
726, Weakness, Dry skin,2.0
727, Weakness, pregnancy signs,1.0
728, Weakness, Has tingling sensation,25.0
729, Weakness, Mass of body region,2.0
730, Weakness, Lethargy,8.0
731, Weakness, Congestion of throat,1.0
732, Weakness, Menstrual spotting,1.0
733, Weakness, Dyspepsia,1.0
734, Weakness, Normal bowel habits,1.0
735, Weakness, Stabbing pain,1.0
736, Weakness, Loose stool,2.0
737, Weakness, Tremor,38.0
738, Weakness, Nerve Pain,5.0
739, Weakness, Multiple symptoms,3.0
740, Weakness, Perceived quality of life,7.0
741, Weakness, Neck stiffness,3.0
742, Weakness, Chest tightness,2.0
743, Weakness, Chills,18.0
744, Weakness, Signs and Symptoms,10.0
745, Weakness, Eructation,2.0
746, Weakness, Arthralgia,15.0
747, Weakness, BODY ACHE,14.0
748, Weakness, Seizures,18.0
749, Weakness, Upper back pain,1.0
750, Weakness, intestinal pain,1.0
751, Weakness, Nasal congestion,5.0
752, Weakness, Back Pain,28.0
753, Weakness, Vertigo,18.0
754, Weakness, Generalized aches and pains,3.0
755, Weakness, Feeling Sick,7.0
756, Weakness, Liver pain,1.0
757, Weakness, lump in throat,1.0
758, Weakness, Dull pain,2.0
759, Weakness, Feeling strange,2.0
760, Weakness, Kidney problem,2.0
761, Weakness, digestive problem,1.0
762, Weakness, Muscular stiffness,12.0
763, Weakness, Renal pain,2.0
764, Weakness, Palpitations - fluttering,1.0
765, Weakness, Lightheadedness,15.0
766, Weakness, Excruciating pain,4.0
767, Weakness, Neck Pain,11.0
768, Weakness, Cold sweat,4.0
769, Weakness, Throbbing pain,1.0
770, Weakness, Pain| Burning,3.0
771, Weakness, Scalding pain on urination,1.0
772, Weakness, rundown,1.0
773, Weakness, Arm Pain,9.0
774, Weakness, Numbness,28.0
775, Weakness, Flare,3.0
776, Weakness, sick to stomach,3.0
777, Weakness, Inguinal pain,1.0
778, Weakness, Chest discomfort,1.0
779, Weakness, Upper chest pain,1.0
780, Weakness, Cardiovascular symptoms,2.0
781, Weakness, Abdominal discomfort,2.0
782, Weakness, Night sweats,4.0
783, Weakness, Unspecified visual loss,1.0
784, Weakness, Feeling tired,2.0
785, Weakness, Knee pain,3.0
786, Weakness, Stiffness,11.0
787, Weakness, Chapping of lips,1.0
788, Weakness, Blackout - symptom,3.0
789, Weakness, feeling dizzy,3.0
790, Weakness, pain in,2.0
791, Weakness, Chronic pain,4.0
792, Weakness, out,2.0
793, Weakness, Gasping for breath,1.0
794, Weakness, Nightmares,10.0
795, Weakness, Imbalance,2.0
796, Weakness, Excessive upper gastrointestinal gas,1.0
797, Weakness, Dryness of eye,2.0
798, Weakness, Pounding heart,3.0
799, Weakness, tingling in fingers,1.0
800, Weakness, Pain in left arm,1.0
801, Weakness, Deep pain,2.0
802, Weakness, Night pain,1.0
803, Weakness, Nausea and vomiting,1.0
804, Weakness, Retching,1.0
805, Weakness, Trembling,7.0
806, Weakness, Shaking of hands,1.0
807, Weakness, Blurred vision,16.0
808, Weakness, Hip pain,2.0
809, Weakness, Eye pain,4.0
810, Weakness, Pain in elbow,4.0
811, Weakness, Pain| Referred,1.0
812, Weakness, Feeling nervous,2.0
813, Weakness, Pain in right hip joint,1.0
814, Weakness, Thigh pain,1.0
815, Weakness, Gait| Drop Foot,1.0
816, Weakness, Swollen legs,1.0
817, Weakness, Miserable Pain,1.0
818, Weakness, Agitation,7.0
819, Weakness, bad dreams,1.0
820, Weakness, Photopsia,3.0
821, Weakness, Shooting pain,2.0
822, Weakness, Drooling,1.0
823, Weakness, Edema of foot,2.0
824, Weakness, head pressure,5.0
825, Weakness, leg numbness,2.0
826, Weakness, severe back pain,1.0
827, Weakness, Hand pain,3.0
828, Weakness, Actual Discomfort,1.0
829, Weakness, Heel pain,1.0
830, Weakness, Increased sweating,1.0
831, Weakness, Muscle Weakness,6.0
832, Weakness, Pain in lower limb,12.0
833, Weakness, Withdrawal Symptoms,3.0
834, Weakness, Sleep disturbances,2.0
835, Weakness, Photophobia,1.0
836, Weakness, Sciatica,4.0
837, Weakness, Foot pain,1.0
838, Weakness, Scapulalgia,2.0
839, Weakness, Digestive symptom,1.0
840, Weakness, Earache,3.0
841, Weakness, weight problem,1.0
842, Weakness, Prickling sensation,1.0
843, Weakness, Abnormal sensation,2.0
844, Weakness, Halitosis,1.0
845, Weakness, Posterior rhinorrhea,2.0
846, Weakness, Feeling despair,2.0
847, Weakness, Felt faint,3.0
848, Weakness, Pain in right leg,3.0
849, Weakness, Very mild pain,1.0
850, Weakness, Equilibration disorder,1.0
851, Weakness, Wheezing,3.0
852, Weakness, Facial Pain,2.0
853, Weakness, unable to focus,1.0
854, Weakness, sinus pressure,3.0
855, Weakness, Redness of eye,1.0
856, Weakness, Discharge from eye,1.0
857, Weakness, Ankle pain,2.0
858, Weakness, Thoracic back pain,1.0
859, Weakness, Spasmodic movement,5.0
860, Weakness, Hemoptysis,1.0
861, Weakness, Paresthesia of hand,3.0
862, Weakness, Leg cramps,2.0
863, Weakness, Snoring,1.0
864, Weakness, Redness of face,1.0
865, Weakness, Shoulder stiff,1.0
866, Weakness, Psychiatric symptom,1.0
867, Weakness, Dry cough,1.0
868, Weakness, Paresis,3.0
869, Weakness, headache persistent,2.0
870, Weakness, Burning sensation of leg,3.0
871, Weakness, Clumsiness,3.0
872, Weakness, Altered sensation of skin,2.0
873, Weakness, Unbearable Pain,1.0
874, Weakness, impending doom,1.0
875, Weakness, Sinus pain,2.0
876, Weakness, Severe vertigo,1.0
877, Weakness, laziness,1.0
878, Weakness, Spots on skin,1.0
879, Weakness, Pain| Postoperative,1.0
880, Weakness, Memory Loss,2.0
881, Weakness, high weight,1.0
882, Weakness, Hunger pain,1.0
883, Weakness, Knee stiff,1.0
884, Weakness, Pain in wrist,3.0
885, Weakness, Cushingoid facies,1.0
886, Weakness, Muscular fasciculation,6.0
887, Weakness, Jaw pain,2.0
888, Weakness, Muscle Rigidity,1.0
889, Weakness, Congestion of nasal sinus,2.0
890, Weakness, recurrent muscle twitches,2.0
891, Weakness, Forgetful,2.0
892, Weakness, stomach burning sensation of,1.0
893, Weakness, Numbness of foot,5.0
894, Weakness, Throat symptom,1.0
895, Weakness, exercise induced,1.0
896, Weakness, Myoclonus,1.0
897, Weakness, Knee locking,1.0
898, Weakness, Total body pain syndrome,1.0
899, Weakness, Generalized muscle weakness,1.0
900, Weakness, Generalized fatigue,2.0
901, Weakness, floppy,2.0
902, Weakness, Muscle Spasticity,3.0
903, Weakness, Feeling Cold,3.0
904, Weakness, General symptom,2.0
905, Weakness, Vertigo| Constant,1.0
906, Weakness, Suffocated,2.0
907, Weakness, Cardiac pain,3.0
908, Weakness, Stiff back,2.0
909, Weakness, Taste| Metallic,2.0
910, Weakness, Facial twitching,1.0
911, Weakness, Fasciculation| Benign,1.0
912, Weakness, Pins and needles,1.0
913, Weakness, Myotonus,1.0
914, Weakness, electric shock sensation,2.0
915, Weakness, Pain of lymph node,1.0
916, Weakness, Thirsty,5.0
917, Weakness, Urinary symptoms,1.0
918, Weakness, ENT symptoms,1.0
919, Weakness, Skin symptom,1.0
920, Weakness, cold hands & feet,1.0
921, Weakness, Thick skin,1.0
922, Weakness, Pain in left thigh,1.0
923, Weakness, Pain in left leg,1.0
924, Weakness, Posterior Cervical Pain,1.0
925, Weakness, Pain in right arm,1.0
926, Weakness, signs and symptoms of ill-defined conditions,1.0
927, Weakness, convulsed,1.0
928, Weakness, SHOULDER TENDERNESS,1.0
929, Weakness, muscle cramps in the calf,1.0
930, Weakness, Morning Sickness,1.0
931, Weakness, Difficulty passing urine,1.0
932, Weakness, Myofacial Pain,1.0
933, Weakness, Pain in finger,4.0
934, Weakness, Neck swelling,2.0
935, Weakness, Numbness of limbs,1.0
936, Weakness, Numbness of finger,1.0
937, Weakness, Upper Extremity Paresis,2.0
938, Weakness, Leg muscle stiffness,1.0
939, Weakness, Lower Extremity Paresis,1.0
940, Headache, Chronic constipation,2.0
941, Headache, Exanthema,44.0
942, Headache, Pain,272.0
943, Headache, Pruritus,31.0
944, Headache, Catch - Finding of sensory dimension of pain,18.0
945, Headache, Sore skin,1.0
946, Headache, Burning sensation,38.0
947, Headache, Stinging Sensation,2.0
948, Headache, Abdominal Pain,10.0
949, Headache, Nausea,158.0
950, Headache, Cramping sensation quality,5.0
951, Headache, headache severe,23.0
952, Headache, Overweight,11.0
953, Headache, gastrointestinal gas,13.0
954, Headache, Sore Throat,29.0
955, Headache, Low Back Pain,5.0
956, Headache, Sore to touch,47.0
957, Headache, Clouded consciousness,43.0
958, Headache, Dizziness,142.0
959, Headache, Muscle Cramp,34.0
960, Headache, Sharp pain,11.0
961, Headache, physical symptom,2.0
962, Headache, Tired,101.0
963, Headache, Fatigue,108.0
964, Headache, Abdominal bloating,17.0
965, Headache, Myalgia,28.0
966, Headache, Coughing,40.0
967, Headache, blotch,1.0
968, Headache, Severe diarrhea,1.0
969, Headache, Upset stomach,20.0
970, Headache, Stomach cramps,2.0
971, Headache, Influenza-like symptoms,9.0
972, Headache, Rhinorrhea,19.0
973, Headache, Malaise,58.0
974, Headache, Blood in stool,1.0
975, Headache, itch burning,1.0
976, Headache, sore back,1.0
977, Headache, Pain in testicle,1.0
978, Headache, Heartburn,13.0
979, Headache, Moderate pain,2.0
980, Headache, Breathing abnormally deep,5.0
981, Headache, Mastodynia,6.0
982, Headache, Chest pressure,4.0
983, Headache, Chest Pain,21.0
984, Headache, Hot flushes,10.0
985, Headache, Spasm,21.0
986, Headache, HEART PROBLEM,3.0
987, Headache, Shoulder Pain,6.0
988, Headache, Vaginal pain,1.0
989, Headache, Dyspnea,22.0
990, Headache, Ache,36.0
991, Headache, Lower abdominal pain,4.0
992, Headache, Nervousness,16.0
993, Headache, Vomiting,39.0
994, Headache, back symptoms,3.0
995, Headache, Sore mouth,1.0
996, Headache, Exhaustion,26.0
997, Headache, Hunger,11.0
998, Headache, Depressed - symptom,15.0
999, Headache, Sleeplessness,43.0
1000, Headache, Feeling tense,5.0
1001, Headache, Syncope,23.0
1002, Headache, spells,10.0
1003, Headache, Flatulence,5.0
1004, Headache, Flushing,9.0
1005, Headache, side pain,3.0
1006, Headache, Dry skin,4.0
1007, Headache, pregnancy signs,2.0
1008, Headache, Has tingling sensation,35.0
1009, Headache, Mass of body region,6.0
1010, Headache, Lethargy,13.0
1011, Headache, Menstrual spotting,6.0
1012, Headache, Dyspepsia,2.0
1013, Headache, Stabbing pain,4.0
1014, Headache, Loose stool,5.0
1015, Headache, Tremor,45.0
1016, Headache, Watery eyes,4.0
1017, Headache, Nerve Pain,8.0
1018, Headache, Multiple symptoms,2.0
1019, Headache, Perceived quality of life,6.0
1020, Headache, Neck stiffness,16.0
1021, Headache, Chest tightness,8.0
1022, Headache, Chills,31.0
1023, Headache, Signs and Symptoms,13.0
1024, Headache, Eructation,2.0
1025, Headache, Arthralgia,28.0
1026, Headache, nausea chronic,1.0
1027, Headache, BODY ACHE,21.0
1028, Headache, Seizures,44.0
1029, Headache, Upper back pain,3.0
1030, Headache, Pelvic Pain,2.0
1031, Headache, intestinal pain,1.0
1032, Headache, Fluctuation,2.0
1033, Headache, Nasal congestion,11.0
1034, Headache, Mittelschmerz,1.0
1035, Headache, blotchy,2.0
1036, Headache, Back Pain,42.0
1037, Headache, Vertigo,18.0
1038, Headache, uti symptoms,1.0
1039, Headache, Generalized aches and pains,1.0
1040, Headache, Feeling Sick,7.0
1041, Headache, Liver pain,1.0
1042, Headache, lump in throat,2.0
1043, Headache, Dull pain,5.0
1044, Headache, Rectal pain,1.0
1045, Headache, Feeling strange,2.0
1046, Headache, Kidney problem,1.0
1047, Headache, digestive problem,1.0
1048, Headache, Muscular stiffness,12.0
1049, Headache, light bleeding between periods,2.0
1050, Headache, Palpitations - fluttering,2.0
1051, Headache, Lightheadedness,21.0
1052, Headache, Excruciating pain,2.0
1053, Headache, gas in stomach,1.0
1054, Headache, Neck Pain,40.0
1055, Headache, Cold sweat,8.0
1056, Headache, Throbbing pain,4.0
1057, Headache, Pain| Burning,4.0
1058, Headache, rundown,1.0
1059, Headache, Acute onset pain,2.0
1060, Headache, Arm Pain,9.0
1061, Headache, Numbness,27.0
1062, Headache, Flare,5.0
1063, Headache, sick to stomach,6.0
1064, Headache, Frequent headache,1.0
1065, Headache, Chest discomfort,1.0
1066, Headache, Cardiovascular symptoms,3.0
1067, Headache, Body| Physical Appearance,1.0
1068, Headache, Pain in forearm,1.0
1069, Headache, Difficulty sleeping,1.0
1070, Headache, Abdominal discomfort,2.0
1071, Headache, Night sweats,11.0
1072, Headache, Gurgling,1.0
1073, Headache, Unspecified visual loss,2.0
1074, Headache, Feeling tired,3.0
1075, Headache, Hangover from any Alcohol or Other Drugs substance,3.0
1076, Headache, Knee pain,2.0
1077, Headache, Stiffness,4.0
1078, Headache, Blackout - symptom,6.0
1079, Headache, feeling dizzy,12.0
1080, Headache, Chronic pain,5.0
1081, Headache, out,2.0
1082, Headache, Gasping for breath,2.0
1083, Headache, Nightmares,8.0
1084, Headache, Imbalance,3.0
1085, Headache, Dryness of eye,6.0
1086, Headache, Pounding heart,3.0
1087, Headache, tingling in fingers,4.0
1088, Headache, Pain in left arm,4.0
1089, Headache, Deep pain,1.0
1090, Headache, Night pain,1.0
1091, Headache, Chest pain on breathing,1.0
1092, Headache, Nausea and vomiting,3.0
1093, Headache, Retching,1.0
1094, Headache, Frontal headache,2.0
1095, Headache, Trembling,4.0
1096, Headache, Blurred vision,31.0
1097, Headache, Intermittent pain,2.0
1098, Headache, Eye swelling,2.0
1099, Headache, worse headaches,1.0
1100, Headache, Hip pain,4.0
1101, Headache, Eye pain,13.0
1102, Headache, Involuntary Movements,2.0
1103, Headache, Pain in elbow,1.0
1104, Headache, Pain| Referred,2.0
1105, Headache, taste salty,2.0
1106, Headache, Pain in right hip joint,2.0
1107, Headache, Bone pain,4.0
1108, Headache, back pain mid back,1.0
1109, Headache, Agitation,11.0
1110, Headache, Photopsia,5.0
1111, Headache, Shooting pain,3.0
1112, Headache, Edema of foot,1.0
1113, Headache, Continuing headache,2.0
1114, Headache, Post-Lumbar Puncture Headache,1.0
1115, Headache, Buzzing in ear,2.0
1116, Headache, head pressure,18.0
1117, Headache, Catarrh,1.0
1118, Headache, Rales,2.0
1119, Headache, Twitching eye,1.0
1120, Headache, leg numbness,3.0
1121, Headache, Welts,1.0
1122, Headache, Toothache,3.0
1123, Headache, Cachexia,1.0
1124, Headache, severe back pain,1.0
1125, Headache, Inguinal mass,1.0
1126, Headache, Joint swelling,1.0
1127, Headache, Symptom Flare Up,2.0
1128, Headache, Hand pain,3.0
1129, Headache, Heel pain,2.0
1130, Headache, Increased sweating,2.0
1131, Headache, Muscle Weakness,6.0
1132, Headache, Pain in lower limb,11.0
1133, Headache, Withdrawal Symptoms,14.0
1134, Headache, Sleep disturbances,1.0
1135, Headache, Photophobia,12.0
1136, Headache, Sciatica,4.0
1137, Headache, Foot pain,4.0
1138, Headache, Digestive symptom,1.0
1139, Headache, Earache,18.0
1140, Headache, weight problem,1.0
1141, Headache, stomach dull pain of,1.0
1142, Headache, Prickling sensation,1.0
1143, Headache, Abnormal sensation,5.0
1144, Headache, Halitosis,1.0
1145, Headache, Posterior rhinorrhea,4.0
1146, Headache, Feeling despair,1.0
1147, Headache, Abdominal wind pain,2.0
1148, Headache, slight fever,2.0
1149, Headache, Felt faint,1.0
1150, Headache, Pain in right leg,3.0
1151, Headache, Rib pain,1.0
1152, Headache, Equilibration disorder,2.0
1153, Headache, Wheezing,3.0
1154, Headache, Facial Pain,8.0
1155, Headache, sinus pressure,5.0
1156, Headache, Redness of eye,4.0
1157, Headache, Aural pressure,4.0
1158, Headache, Discharge from eye,1.0
1159, Headache, Productive cough,1.0
1160, Headache, Sore eye,3.0
1161, Headache, clogged ear,1.0
1162, Headache, bumps tongue,2.0
1163, Headache, Ankle pain,3.0
1164, Headache, Cold intolerance,3.0
1165, Headache, Spasmodic movement,3.0
1166, Headache, Hemoptysis,1.0
1167, Headache, Paresthesia of hand,3.0
1168, Headache, Leg cramps,1.0
1169, Headache, Snoring,2.0
1170, Headache, Redness of face,1.0
1171, Headache, Mydriasis,2.0
1172, Headache, Dry cough,9.0
1173, Headache, Pruritus of scalp,1.0
1174, Headache, Paresis,3.0
1175, Headache, headache persistent,2.0
1176, Headache, Burning sensation of leg,4.0
1177, Headache, Clumsiness,2.0
1178, Headache, Altered sensation of skin,2.0
1179, Headache, Hoarseness,1.0
1180, Headache, Chronic vertigo,1.0
1181, Headache, lumps behind ears,1.0
1182, Headache, Primary Thunderclap Headache,3.0
1183, Headache, Unbearable Pain,1.0
1184, Headache, Sinus pain,3.0
1185, Headache, Feeling of loss of feeling,2.0
1186, Headache, sinus drainage,2.0
1187, Headache, Severe vertigo,2.0
1188, Headache, Depressive Symptoms,3.0
1189, Headache, Memory Loss,12.0
1190, Headache, Hallucinations| Visual,1.0
1191, Headache, Oral pain,1.0
1192, Headache, Pain in wrist,2.0
1193, Headache, Cushingoid facies,1.0
1194, Headache, Joint stiffness,1.0
1195, Headache, Muscular fasciculation,2.0
1196, Headache, Jaw pain,5.0
1197, Headache, Apathy,1.0
1198, Headache, Muscle Rigidity,2.0
1199, Headache, Congestion of nasal sinus,1.0
1200, Headache, pain between shoulder blades,1.0
1201, Headache, muscle pain chronic,1.0
1202, Headache, neurological pain,1.0
1203, Headache, Morning headache,2.0
1204, Headache, Right sided chest pain,1.0
1205, Headache, neck Muscle Tension,2.0
1206, Headache, mouth swelling,1.0
1207, Headache, recurrent muscle twitches,2.0
1208, Headache, Hallucinations| Auditory,1.0
1209, Headache, Forgetful,10.0
1210, Headache, stomach burning sensation of,2.0
1211, Headache, Numbness of foot,1.0
1212, Headache, Throat symptom,1.0
1213, Headache, Pharyngeal dryness,1.0
1214, Headache, Cerebellar Ataxia,1.0
1215, Headache, Myoclonus,1.0
1216, Headache, Dystonia,1.0
1217, Headache, Total body pain syndrome,1.0
1218, Headache, Generalized muscle weakness,1.0
1219, Headache, Neck cramps,1.0
1220, Headache, Neurologic Symptoms,1.0
1221, Headache, Abnormal coordination,1.0
1222, Headache, Generalized fatigue,1.0
1223, Headache, floppy,1.0
1224, Headache, Muscle Spasticity,2.0
1225, Headache, Visual disturbance,4.0
1226, Headache, Feeling Cold,6.0
1227, Headache, Flasher - visual manifestation,2.0
1228, Headache, blemishes,1.0
1229, Headache, General symptom,1.0
1230, Headache, Vertigo| Constant,1.0
1231, Headache, Cardiac pain,1.0
1232, Headache, Stiff back,1.0
