Postnumber, Diseaseid, DiseaseName3, 'C0032064', 'Plague');
8, 'C0036916', 'Sexually Transmitted Diseases');
920, 'C0022104', 'Irritable Bowel Syndrome');
921, 'C0036916', 'Sexually Transmitted Diseases');
923, 'C0017168', 'Gastroesophageal reflux disease');
925, 'C0022104', 'Irritable Bowel Syndrome');
929, 'C0036916', 'Sexually Transmitted Diseases');
930, 'C0036916', 'Sexually Transmitted Diseases');
931, 'C0036916', 'Sexually Transmitted Diseases');
932, 'C0036916', 'Sexually Transmitted Diseases');
934, 'C0036916', 'Sexually Transmitted Diseases');
936, 'C3542022', 'SHORT STATURE| ONYCHODYSPLASIA| FACIAL DYSMORPHISM| AND HYPOTRICHOSIS SYNDROME');
943, 'C0007570', 'Celiac Disease');
944, 'C2959722', 'Small bowel bacterial overgrowth syndrome');
948, 'C0017168', 'Gastroesophageal reflux disease');
953, 'C0036916', 'Sexually Transmitted Diseases');
955, 'C0036916', 'Sexually Transmitted Diseases');
956, 'C0036916', 'Sexually Transmitted Diseases');
957, 'C0036916', 'Sexually Transmitted Diseases');
958, 'C0036916', 'Sexually Transmitted Diseases');
959, 'C0036916', 'Sexually Transmitted Diseases');
960, 'C0036916', 'Sexually Transmitted Diseases');
961, 'C0019340', 'herpes');
962, 'C0036916', 'Sexually Transmitted Diseases');
964, 'C0021400', 'Influenza');
965, 'C0036916', 'Sexually Transmitted Diseases');
967, 'C0004238', 'Atrial Fibrillation');
968, 'C0009443', 'Common Cold');
973, 'C0024523', 'Malabsorption Syndrome');
976, 'C0003123', 'Anorexia');
977, 'C0039503', 'Tendinitis');
978, 'C0019342', 'Genital Herpes');
979, 'C0036916', 'Sexually Transmitted Diseases');
980, 'C0036916', 'Sexually Transmitted Diseases');
981, 'C0036916', 'Sexually Transmitted Diseases');
982, 'C0036916', 'Sexually Transmitted Diseases');
983, 'C0221262', 'Poliosis');
984, 'C0036916', 'Sexually Transmitted Diseases');
985, 'C0036916', 'Sexually Transmitted Diseases');
986, 'C0152020', 'Gastroparesis');
987, 'C0002871', 'Anemia');
991, 'C0022104', 'Irritable Bowel Syndrome');
992, 'C0022104', 'Irritable Bowel Syndrome');
993, 'C0018799', 'Heart Diseases');
994, 'C0036916', 'Sexually Transmitted Diseases');
996, 'C0036916', 'Sexually Transmitted Diseases');
997, 'C0036916', 'Sexually Transmitted Diseases');
999, 'C1535939', 'Pneumocystis jiroveci pneumonia');
1001, 'C0023211', 'Left Bundle-Branch Block');
1002, 'C0149514', 'Acute bronchitis');
1006, 'C0017168', 'Gastroesophageal reflux disease');
1007, 'C0040253', 'Tinea of perianal region');
1008, 'C0036916', 'Sexually Transmitted Diseases');
1009, 'C0036916', 'Sexually Transmitted Diseases');
1010, 'C0036916', 'Sexually Transmitted Diseases');
1011, 'C0036916', 'Sexually Transmitted Diseases');
1012, 'C0036916', 'Sexually Transmitted Diseases');
1013, 'C0036916', 'Sexually Transmitted Diseases');
1014, 'C0036916', 'Sexually Transmitted Diseases');
1015, 'C0036916', 'Sexually Transmitted Diseases');
1017, 'C0036916', 'Sexually Transmitted Diseases');
1018, 'C0018799', 'Heart Diseases');
1019, 'C0036916', 'Sexually Transmitted Diseases');
1025, 'C0036916', 'Sexually Transmitted Diseases');
1027, 'C0699744', 'Infection of ear');
1030, 'C0036916', 'Sexually Transmitted Diseases');
1031, 'C0036916', 'Sexually Transmitted Diseases');
1032, 'C1969653', 'MUNGAN SYNDROME');
1033, 'C0036916', 'Sexually Transmitted Diseases');
1034, 'C1969653', 'MUNGAN SYNDROME');
1035, 'C0036916', 'Sexually Transmitted Diseases');
1036, 'C0036916', 'Sexually Transmitted Diseases');
1037, 'C0036916', 'Sexually Transmitted Diseases');
1038, 'C0036916', 'Sexually Transmitted Diseases');
1040, 'C0036916', 'Sexually Transmitted Diseases');
1043, 'C0027051', 'Myocardial Infarction');
1050, 'C0036916', 'Sexually Transmitted Diseases');
1051, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
1052, 'C0036916', 'Sexually Transmitted Diseases');
1053, 'C0036916', 'Sexually Transmitted Diseases');
1054, 'C0036916', 'Sexually Transmitted Diseases');
1055, 'C0036916', 'Sexually Transmitted Diseases');
1056, 'C0036916', 'Sexually Transmitted Diseases');
1065, 'C0020538', 'Hypertensive disease');
1066, 'C0041582', 'Ulcer');
1067, 'C0036916', 'Sexually Transmitted Diseases');
1068, 'C0036916', 'Sexually Transmitted Diseases');
1069, 'C0036916', 'Sexually Transmitted Diseases');
1070, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
1072, 'C0020538', 'Hypertensive disease');
1074, 'C0036916', 'Sexually Transmitted Diseases');
1075, 'C0036916', 'Sexually Transmitted Diseases');
1076, 'C0036916', 'Sexually Transmitted Diseases');
1077, 'C0042029', 'Urinary tract infection');
1079, 'C0036916', 'Sexually Transmitted Diseases');
1089, 'C0036916', 'Sexually Transmitted Diseases');
1090, 'C0036916', 'Sexually Transmitted Diseases');
1091, 'C0009663', 'Condylomata Acuminata');
1092, 'C0272285', 'Heparin-induced thrombocytopenia');
1093, 'C0036916', 'Sexually Transmitted Diseases');
1094, 'C0036916', 'Sexually Transmitted Diseases');
1095, 'C0036916', 'Sexually Transmitted Diseases');
1096, 'C0036916', 'Sexually Transmitted Diseases');
1097, 'C0036916', 'Sexually Transmitted Diseases');
1098, 'C0019345', 'Herpes Labialis');
1099, 'C0036916', 'Sexually Transmitted Diseases');
1100, 'C0036916', 'Sexually Transmitted Diseases');
1101, 'C0034341', 'Pyruvate Carboxylase Deficiency Disease');
1104, 'C0004096', 'Asthma');
1106, 'C1135196', 'Heart Failure| Diastolic');
1109, 'C0036916', 'Sexually Transmitted Diseases');
1110, 'C0878544', 'Cardiomyopathies');
1112, 'C0036916', 'Sexually Transmitted Diseases');
1113, 'C0269017', 'Pearly penile papules');
1114, 'C0038454', 'Cerebrovascular accident');
1115, 'C0036916', 'Sexually Transmitted Diseases');
1116, 'C0036916', 'Sexually Transmitted Diseases');
1117, 'C0036916', 'Sexually Transmitted Diseases');
1118, 'C0014534', 'Epididymitis');
1119, 'C0036916', 'Sexually Transmitted Diseases');
1120, 'C0027051', 'Myocardial Infarction');
1124, 'C0027051', 'Myocardial Infarction');
1128, 'C0036916', 'Sexually Transmitted Diseases');
1129, 'C0019340', 'herpes');
1130, 'C0036916', 'Sexually Transmitted Diseases');
1131, 'C0036916', 'Sexually Transmitted Diseases');
1132, 'C0019345', 'Herpes Labialis');
1133, 'C0036916', 'Sexually Transmitted Diseases');
1134, 'C0036916', 'Sexually Transmitted Diseases');
1139, 'C0012634', 'Disease');
1141, 'C0581360', 'Bleeding diverticulosis');
1143, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
1145, 'C0404521', 'Infective vaginitis');
1146, 'C0036916', 'Sexually Transmitted Diseases');
1147, 'C0019340', 'herpes');
1148, 'C0036916', 'Sexually Transmitted Diseases');
1149, 'C0036916', 'Sexually Transmitted Diseases');
1150, 'C0036916', 'Sexually Transmitted Diseases');
1151, 'C0036916', 'Sexually Transmitted Diseases');
1152, 'C0036916', 'Sexually Transmitted Diseases');
1153, 'C0036916', 'Sexually Transmitted Diseases');
1154, 'C0036916', 'Sexually Transmitted Diseases');
1156, 'C0041912', 'Upper Respiratory Infections');
1162, 'C0020538', 'Hypertensive disease');
1165, 'C0018081', 'Gonorrhea');
1166, 'C0036916', 'Sexually Transmitted Diseases');
1167, 'C0036916', 'Sexually Transmitted Diseases');
1168, 'C0026848', 'Myopathy');
1169, 'C0036916', 'Sexually Transmitted Diseases');
1171, 'C0263492', 'Pili incarnati1172, 'C0036916', 'Sexually Transmitted Diseases');
1173, 'C0036916', 'Sexually Transmitted Diseases');
1174, 'C0004623', 'Bacterial Infections');
1176, 'C0036916', 'Sexually Transmitted Diseases');
1180, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
1184, 'C0023211', 'Left Bundle-Branch Block');
1186, 'C0025322', 'Premature Menopause');
1187, 'C0019340', 'herpes');
1188, 'C0036916', 'Sexually Transmitted Diseases');
1189, 'C0036916', 'Sexually Transmitted Diseases');
1190, 'C0036916', 'Sexually Transmitted Diseases');
1191, 'C0041834', 'Erythema');
1192, 'C0036916', 'Sexually Transmitted Diseases');
1193, 'C0036916', 'Sexually Transmitted Diseases');
1194, 'C0036916', 'Sexually Transmitted Diseases');
1195, 'C0036916', 'Sexually Transmitted Diseases');
1196, 'C0036916', 'Sexually Transmitted Diseases');
1199, 'C0039240', 'Supraventricular tachycardia');
1201, 'C0684275', 'Hemophilia| NOS');
1202, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
1207, 'C0036916', 'Sexually Transmitted Diseases');
1208, 'C0036916', 'Sexually Transmitted Diseases');
1209, 'C0036916', 'Sexually Transmitted Diseases');
1210, 'C0036916', 'Sexually Transmitted Diseases');
1211, 'C0036916', 'Sexually Transmitted Diseases');
1212, 'C0036916', 'Sexually Transmitted Diseases');
1213, 'C0036916', 'Sexually Transmitted Diseases');
1214, 'C0036916', 'Sexually Transmitted Diseases');
1215, 'C0018081', 'Gonorrhea');
1220, 'C0021400', 'Influenza');
1224, 'C0036916', 'Sexually Transmitted Diseases');
1225, 'C1868649', 'PANIC DISORDER 1');
1226, 'C0036916', 'Sexually Transmitted Diseases');
1227, 'C0036916', 'Sexually Transmitted Diseases');
1228, 'C0018802', 'Congestive heart failure');
1229, 'C0036916', 'Sexually Transmitted Diseases');
1230, 'C0036916', 'Sexually Transmitted Diseases');
1231, 'C0036916', 'Sexually Transmitted Diseases');
1232, 'C0036916', 'Sexually Transmitted Diseases');
1233, 'C0036916', 'Sexually Transmitted Diseases');
1234, 'C0019340', 'herpes');
1235, 'C0242350', 'Erectile dysfunction');
1236, 'C0036916', 'Sexually Transmitted Diseases');
1239, 'C0042029', 'Urinary tract infection');
1240, 'C0034735', 'Raynaud Phenomenon');
1242, 'C0020443', 'Hypercholesterolemia');
1243, 'C0020538', 'Hypertensive disease');
1245, 'C0036916', 'Sexually Transmitted Diseases');
1246, 'C0036916', 'Sexually Transmitted Diseases');
1247, 'C0036916', 'Sexually Transmitted Diseases');
1248, 'C0020624', 'Hypomenorrhea');
1249, 'C0036916', 'Sexually Transmitted Diseases');
1250, 'C0036916', 'Sexually Transmitted Diseases');
1251, 'C0036916', 'Sexually Transmitted Diseases');
1253, 'C0017168', 'Gastroesophageal reflux disease');
1256, 'C0010346', 'Crohn Disease');
1261, 'C0036916', 'Sexually Transmitted Diseases');
1264, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
1265, 'C0019342', 'Genital Herpes');
1266, 'C0036916', 'Sexually Transmitted Diseases');
1268, 'C0036916', 'Sexually Transmitted Diseases');
1269, 'C0746848', 'nerve problem nos');
1270, 'C0019340', 'herpes');
1271, 'C0036916', 'Sexually Transmitted Diseases');
1272, 'C0036916', 'Sexually Transmitted Diseases');
1273, 'C0036916', 'Sexually Transmitted Diseases');
1274, 'C0036916', 'Sexually Transmitted Diseases');
1279, 'C0018799', 'Heart Diseases');
1284, 'C0020538', 'Hypertensive disease');
1287, 'C0041912', 'Upper Respiratory Infections');
1289, 'C0036916', 'Sexually Transmitted Diseases');
1290, 'C0036916', 'Sexually Transmitted Diseases');
1291, 'C0009450', 'Communicable Diseases');
1292, 'C0036916', 'Sexually Transmitted Diseases');
1293, 'C0036916', 'Sexually Transmitted Diseases');
1294, 'C0036916', 'Sexually Transmitted Diseases');
1295, 'C0036916', 'Sexually Transmitted Diseases');
1296, 'C0036916', 'Sexually Transmitted Diseases');
1297, 'C0010692', 'Cystitis');
1298, 'C0036916', 'Sexually Transmitted Diseases');
1299, 'C0036916', 'Sexually Transmitted Diseases');
1300, 'C0003615', 'Appendicitis');
1302, 'C0018889', 'Helminthiasis');
1304, 'C0749263', 'temporal pain');
1310, 'C0272285', 'Heparin-induced thrombocytopenia');
1311, 'C0037315', 'Sleep Apnea Syndromes');
1314, 'C0036916', 'Sexually Transmitted Diseases');
1315, 'C0021313', 'Infection of kidney');
1316, 'C0036916', 'Sexually Transmitted Diseases');
1317, 'C0036916', 'Sexually Transmitted Diseases');
1318, 'C0149745', 'Oral Ulcer');
1321, 'C0152020', 'Gastroparesis');
1327, 'C0004135', 'Ataxia Telangiectasia');
1331, 'C0277525', 'Infectious gastroenteritis');
1332, 'C0022104', 'Irritable Bowel Syndrome');
1333, 'C0017168', 'Gastroesophageal reflux disease');
1335, 'C0423086', 'Staring');
1336, 'C0036916', 'Sexually Transmitted Diseases');
1337, 'C0036916', 'Sexually Transmitted Diseases');
1338, 'C0036916', 'Sexually Transmitted Diseases');
1339, 'C0036916', 'Sexually Transmitted Diseases');
1340, 'C0036916', 'Sexually Transmitted Diseases');
1347, 'C0017168', 'Gastroesophageal reflux disease');
1348, 'C0017168', 'Gastroesophageal reflux disease');
1351, 'C0702166', 'Acne');
1352, 'C0036916', 'Sexually Transmitted Diseases');
1353, 'C0036916', 'Sexually Transmitted Diseases');
1354, 'C0010709', 'Cyst');
1359, 'C0043352', 'Xerostomia');
1360, 'C0152020', 'Gastroparesis');
1364, 'C0004135', 'Ataxia Telangiectasia');
1365, 'C0036689', 'Streptococcal sore throat');
1367, 'C0019340', 'herpes');
1368, 'C0036916', 'Sexually Transmitted Diseases');
1369, 'C0036916', 'Sexually Transmitted Diseases');
1370, 'C0019693', 'HIV Infections');
1371, 'C0036916', 'Sexually Transmitted Diseases');
1372, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
1373, 'C0036916', 'Sexually Transmitted Diseases');
1376, 'C0036916', 'Sexually Transmitted Diseases');
1378, 'C0036916', 'Sexually Transmitted Diseases');
1379, 'C0043154', 'Dental White Spot');
1380, 'C0022104', 'Irritable Bowel Syndrome');
1381, 'C0017168', 'Gastroesophageal reflux disease');
1385, 'C0017168', 'Gastroesophageal reflux disease');
1387, 'C0036916', 'Sexually Transmitted Diseases');
1388, 'C0036916', 'Sexually Transmitted Diseases');
1389, 'C0036916', 'Sexually Transmitted Diseases');
1390, 'C0036916', 'Sexually Transmitted Diseases');
1391, 'C0036916', 'Sexually Transmitted Diseases');
1392, 'C0036916', 'Sexually Transmitted Diseases');
1393, 'C0036916', 'Sexually Transmitted Diseases');
1396, 'C0018799', 'Heart Diseases');
1397, 'C0004626', 'Pneumonia| Bacterial');
1398, 'C1868649', 'PANIC DISORDER 1');
1405, 'C0010346', 'Crohn Disease');
1408, 'C0036916', 'Sexually Transmitted Diseases');
1409, 'C0036916', 'Sexually Transmitted Diseases');
1410, 'C0003123', 'Anorexia');
1411, 'C0036916', 'Sexually Transmitted Diseases');
1413, 'C0019340', 'herpes');
1414, 'C0009450', 'Communicable Diseases');
1415, 'C0036916', 'Sexually Transmitted Diseases');
1416, 'C0020443', 'Hypercholesterolemia');
1417, 'C0004238', 'Atrial Fibrillation');
1421, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
1423, 'C0022104', 'Irritable Bowel Syndrome');
1424, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
1426, 'C0019112', 'Hemorrhoids');
1428, 'C0022104', 'Irritable Bowel Syndrome');
1429, 'C0009443', 'Common Cold');
1433, 'C0019342', 'Genital Herpes');
1436, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
1439, 'C0027051', 'Myocardial Infarction');
1440, 'C0036916', 'Sexually Transmitted Diseases');
1441, 'C0036916', 'Sexually Transmitted Diseases');
1442, 'C0036916', 'Sexually Transmitted Diseases');
1447, 'C0242301', 'furuncle');
1451, 'C1395831', 'pressure area');
1462, 'C0021400', 'Influenza');
1463, 'C0036916', 'Sexually Transmitted Diseases');
1464, 'C0036916', 'Sexually Transmitted Diseases');
1465, 'C0036916', 'Sexually Transmitted Diseases');
1466, 'C0036916', 'Sexually Transmitted Diseases');
1467, 'C0041912', 'Upper Respiratory Infections');
1468, 'C0009450', 'Communicable Diseases');
1469, 'C0009443', 'Common Cold');
1470, 'C0036916', 'Sexually Transmitted Diseases');
1471, 'C0036916', 'Sexually Transmitted Diseases');
1473, 'C0152227', 'Excessive tearing');
1475, 'C0241266', 'Subcutaneous Abscess');
1478, 'C0003615', 'Appendicitis');
1479, 'C0042029', 'Urinary tract infection');
1480, 'C0012634', 'Disease');
1481, 'C0036916', 'Sexually Transmitted Diseases');
1482, 'C0027051', 'Myocardial Infarction');
1484, 'C0036916', 'Sexually Transmitted Diseases');
1486, 'C0036916', 'Sexually Transmitted Diseases');
1487, 'C0036916', 'Sexually Transmitted Diseases');
1488, 'C0242350', 'Erectile dysfunction');
1489, 'C0036916', 'Sexually Transmitted Diseases');
1490, 'C0032285', 'Pneumonia');
1491, 'C0036916', 'Sexually Transmitted Diseases');
1498, 'C0004135', 'Ataxia Telangiectasia');
1499, 'C0012242', 'Digestive System Disorders');
1502, 'C0036916', 'Sexually Transmitted Diseases');
1504, 'C0036916', 'Sexually Transmitted Diseases');
1506, 'C0012634', 'Disease');
1509, 'C0036916', 'Sexually Transmitted Diseases');
1510, 'C0085166', 'Bacterial Vaginosis');
1511, 'C0036916', 'Sexually Transmitted Diseases');
1512, 'C0036916', 'Sexually Transmitted Diseases');
1513, 'C0036916', 'Sexually Transmitted Diseases');
1515, 'C0004135', 'Ataxia Telangiectasia');
1519, 'C3539909', 'Allergic disposition');
1521, 'C3554576', 'FACIAL DYSMORPHISM| IMMUNODEFICIENCY| LIVEDO| AND SHORT STATURE');
1522, 'C0004238', 'Atrial Fibrillation');
1523, 'C0020538', 'Hypertensive disease');
1524, 'C0036916', 'Sexually Transmitted Diseases');
1528, 'C0036916', 'Sexually Transmitted Diseases');
1529, 'C0011847', 'Diabetes');
1530, 'C0032231', 'Pleurisy');
1533, 'C0022104', 'Irritable Bowel Syndrome');
1535, 'C0263940', 'Curb');
1537, 'C0009450', 'Communicable Diseases');
1539, 'C0007570', 'Celiac Disease');
1540, 'C0036916', 'Sexually Transmitted Diseases');
1541, 'C0858958', 'shock symptoms');
1543, 'C0009450', 'Communicable Diseases');
1544, 'C0036916', 'Sexually Transmitted Diseases');
1545, 'C0007868', 'Cervical dysplasia');
1546, 'C0036916', 'Sexually Transmitted Diseases');
1547, 'C0036916', 'Sexually Transmitted Diseases');
1548, 'C0036916', 'Sexually Transmitted Diseases');
1549, 'C0036916', 'Sexually Transmitted Diseases');
1551, 'C0036916', 'Sexually Transmitted Diseases');
1554, 'C0004135', 'Ataxia Telangiectasia');
1555, 'C0016167', 'Anal Fissure');
1560, 'C0022104', 'Irritable Bowel Syndrome');
1561, 'C0036916', 'Sexually Transmitted Diseases');
1562, 'C0036916', 'Sexually Transmitted Diseases');
1563, 'C0001144', 'Acne Vulgaris');
1571, 'C0020443', 'Hypercholesterolemia');
1572, 'C0036916', 'Sexually Transmitted Diseases');
1574, 'C0036916', 'Sexually Transmitted Diseases');
1575, 'C0009421', 'Comatose');
1576, 'C0036916', 'Sexually Transmitted Diseases');
1577, 'C0008350', 'Cholelithiasis');
1578, 'C0003123', 'Anorexia');
1580, 'C0750466', 'Yeast infection');
1581, 'C0036916', 'Sexually Transmitted Diseases');
1583, 'C0036916', 'Sexually Transmitted Diseases');
1584, 'C0041834', 'Erythema');
1585, 'C0036916', 'Sexually Transmitted Diseases');
1587, 'C0036916', 'Sexually Transmitted Diseases');
1588, 'C0036916', 'Sexually Transmitted Diseases');
1591, 'C0262534', 'White Coat Hypertension');
1592, 'C0010068', 'Coronary heart disease');
1593, 'C0020538', 'Hypertensive disease');
1594, 'C0003615', 'Appendicitis');
1595, 'C0855227', 'purging');
1598, 'C0017160', 'Gastroenteritis');
1600, 'C0036916', 'Sexually Transmitted Diseases');
