PostNumber, DiseaseId, DiseaseName, SymptomId, SymptomName, TreatmentId, TreatmentName, DrugId, DrugName, BodypartId, BodypartName3, 'C0032064', 'Plague', '', '', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0221423', 'Illness3, 'C0032064', 'Plague', 'C0011991', 'Diarrhea', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0009806', 'Constipation', '', '', '', '', '', '
106, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0152054', 'Therapeutic tactile stimulation', '', '', '', '
106, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0018563', 'Hand
106, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1281591', 'Entire face
106, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0458582', 'Upper lip structure
107, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
107, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042232', 'Vagina
107, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0227759', 'Labium
108, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
108, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1278985', 'Entire vagina
108, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042232', 'Vagina
109, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
110, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
110, 'C0036916', 'Sexually Transmitted Diseases', 'C0221423', 'Illness110, 'C0036916', 'Sexually Transmitted Diseases', 'C0033774', 'Pruritus', '', '', '', '', '', '
110, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
110, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0152054', 'Therapeutic tactile stimulation', '', '', '', '
110, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0184958', 'Toilet procedure', '', '', '', '
110, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0017420', 'Genitalia
111, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
112, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
112, 'C0036916', 'Sexually Transmitted Diseases', 'C0863105', 'sore back', '', '', '', '', '', '
112, 'C0036916', 'Sexually Transmitted Diseases', 'C0026821', 'Muscle Cramp', '', '', '', '', '', '
112, 'C0036916', 'Sexually Transmitted Diseases', 'C0234233', 'Sore to touch', '', '', '', '', '', '
112, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042232', 'Vagina
113, 'C0019340', 'herpes', '', '', '', '', '', '', '', '
117, 'C0340293', 'Anterior myocardial infarction', '', '', '', '', '', '', '', '
117, 'C0340293', 'Anterior myocardial infarction', 'C0033774', 'Pruritus', '', '', '', '', '', '
117, 'C0340293', 'Anterior myocardial infarction', '', '', 'C0010055', 'Coronary Artery Bypass Surgery', '', '', '', '
117, 'C0340293', 'Anterior myocardial infarction', '', '', 'C3275067', 'Cardiac Lead Procedure', '', '', '', '
117, 'C0340293', 'Anterior myocardial infarction', '', '', '', '', '', '', 'C1409894', 'Sphincter
118, 'C0020443', 'Hypercholesterolemia', '', '', '', '', '', '', '', '
123, 'C0032064', 'Plague', '', '', '', '', '', '', '', '
127, 'C0856619', 'sexual problem', '', '', '', '', '', '', '', '
127, 'C0856619', 'sexual problem', '', '', '', '', '', '', 'C0006141', 'Breast
127, 'C0856619', 'sexual problem', '', '', '', '', '', '', 'C0229962', 'Body part
128, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
128, 'C0036916', 'Sexually Transmitted Diseases', 'C0085624', 'Burning sensation', '', '', '', '', '', '
128, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0392535', 'Induced abortion128, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
129, 'C0004135', 'Ataxia Telangiectasia', '', '', '', '', '', '', '', '
130, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
130, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
131, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
131, 'C0036916', 'Sexually Transmitted Diseases', 'C0015672', 'Fatigue', '', '', '', '', '', '
131, 'C0036916', 'Sexually Transmitted Diseases', 'C0683369', 'Clouded consciousness', '', '', '', '', '', '
131, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0039597', 'Testis
132, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
132, 'C0036916', 'Sexually Transmitted Diseases', 'C0033774', 'Pruritus', '', '', '', '', '', '
132, 'C0036916', 'Sexually Transmitted Diseases', 'C0234233', 'Sore to touch', '', '', '', '', '', '
132, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042232', 'Vagina
133, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
134, 'C0004135', 'Ataxia Telangiectasia', '', '', '', '', '', '', '', '
134, 'C0004135', 'Ataxia Telangiectasia', 'C0018834', 'Heartburn', '', '', '', '', '', '
134, 'C0004135', 'Ataxia Telangiectasia', 'C0030193', 'Pain', '', '', '', '', '', '
134, 'C0004135', 'Ataxia Telangiectasia', '', '', '', '', '', '', 'C1278920', 'Entire stomach
135, 'C1836672', 'Total Hypotrichosis| Mari type', '', '', '', '', '', '', '', '
135, 'C1836672', 'Total Hypotrichosis| Mari type', '', '', 'C1522449', 'Therapeutic radiology procedure', '', '', '', '
135, 'C1836672', 'Total Hypotrichosis| Mari type', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
135, 'C1836672', 'Total Hypotrichosis| Mari type', '', '', '', '', '', '', 'C0178784', 'Organ
135, 'C1836672', 'Total Hypotrichosis| Mari type', '', '', '', '', '', '', 'C1268998', 'Entire small intestine
135, 'C1836672', 'Total Hypotrichosis| Mari type', '', '', '', '', '', '', 'C0024204', 'lymph nodes
135, 'C1836672', 'Total Hypotrichosis| Mari type', '', '', '', '', '', '', 'C0014876', 'Esophagus
135, 'C1836672', 'Total Hypotrichosis| Mari type', '', '', '', '', '', '', 'C0021853', 'Intestines
140, 'C0018213', 'Graves Disease', '', '', '', '', '', '', '', '
140, 'C0018213', 'Graves Disease', 'C0557875', 'Tired', '', '', '', '', '', '
140, 'C0018213', 'Graves Disease', 'C0278139', 'Moderate pain', '', '', '', '', '', '
140, 'C0018213', 'Graves Disease', 'C0030193', 'Pain', '', '', '', '', '', '
140, 'C0018213', 'Graves Disease', 'C0455270', 'Sharp pain', '', '', '', '', '', '
140, 'C0018213', 'Graves Disease', 'C1321587', 'Breathing abnormally deep', '', '', '', '', '', '
140, 'C0018213', 'Graves Disease', '', '', 'C0184661', 'Interventional procedure', '', '', '', '
140, 'C0018213', 'Graves Disease', '', '', 'C0001701', 'Exercise| Aerobic', '', '', '', '
140, 'C0018213', 'Graves Disease', '', '', 'C1522704', 'Exercise Pain Management', '', '', '', '
141, 'C0018790', 'Cardiac Arrest', '', '', '', '', '', '', '', '
143, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', '', '
144, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', '', '
144, 'C0027051', 'Myocardial Infarction', 'C0030193', 'Pain', '', '', '', '', '', '
144, 'C0027051', 'Myocardial Infarction', 'C0024902', 'Mastodynia', '', '', '', '', '', '
144, 'C0027051', 'Myocardial Infarction', 'C0438716', 'Chest pressure', '', '', '', '', '', '
144, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', 'C0018787', 'Heart
146, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', '', '
148, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
148, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
149, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
149, 'C0036916', 'Sexually Transmitted Diseases', 'C0231617', 'Catch - Finding of sensory dimension of pain', '', '', '', '', '', '
150, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
150, 'C0036916', 'Sexually Transmitted Diseases', 'C0033774', 'Pruritus', '', '', '', '', '', '
150, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
150, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0227936', 'Body of penis
150, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042232', 'Vagina
152, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
152, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
153, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
153, 'C0036916', 'Sexually Transmitted Diseases', 'C0033774', 'Pruritus', '', '', '', '', '', '
153, 'C0036916', 'Sexually Transmitted Diseases', 'C0231617', 'Catch - Finding of sensory dimension of pain', '', '', '', '', '', '
153, 'C0036916', 'Sexually Transmitted Diseases', 'C0268988', 'Pruritus of penis', '', '', '', '', '', '
153, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1281590', 'Entire head
153, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0227936', 'Body of penis
158, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', '', '
158, 'C0041912', 'Upper Respiratory Infections', 'C0008031', 'Chest Pain', '', '', '', '', '', '
158, 'C0041912', 'Upper Respiratory Infections', 'C0600142', 'Hot flushes', '', '', '', '', '', '
158, 'C0041912', 'Upper Respiratory Infections', '', '', 'C3687832', 'DRUGS', '', '', '', '
158, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', 'C0018787', 'Heart
160, 'C0011849', 'Diabetes Mellitus', '', '', '', '', '', '', '', '
160, 'C0011849', 'Diabetes Mellitus', 'C0037763', 'Spasm', '', '', '', '', '', '
160, 'C0011849', 'Diabetes Mellitus', 'C0795691', 'HEART PROBLEM', '', '', '', '', '', '
160, 'C0011849', 'Diabetes Mellitus', 'C0030193', 'Pain', '', '', '', '', '', '
160, 'C0011849', 'Diabetes Mellitus', '', '', '', '', '', '', 'C0018787', 'Heart
160, 'C0011849', 'Diabetes Mellitus', '', '', '', '', '', '', 'C1268110', 'Heart part
161, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', '', '
164, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', '', '
164, 'C0027051', 'Myocardial Infarction', 'C0037011', 'Shoulder Pain', '', '', '', '', '', '
164, 'C0027051', 'Myocardial Infarction', 'C0541828', 'Left sided chest pain', '', '', '', '', '', '
164, 'C0027051', 'Myocardial Infarction', 'C3714552', 'Weakness', '', '', '', '', '', '
164, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', 'C1278920', 'Entire stomach
166, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', '', '
166, 'C0027051', 'Myocardial Infarction', 'C3714552', 'Weakness', '', '', '', '', '', '
166, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', 'C0004895', 'Beak
167, 'C0040921', 'Trichomonas Infections', '', '', '', '', '', '', '', '
167, 'C0040921', 'Trichomonas Infections', '', '', '', '', 'C0978620', 'Metronidazole 500 MG Oral Tablet', '', '
168, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
169, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
169, 'C0036916', 'Sexually Transmitted Diseases', 'C0033774', 'Pruritus', '', '', '', '', '', '
169, 'C0036916', 'Sexually Transmitted Diseases', 'C0234233', 'Sore to touch', '', '', '', '', '', '
170, 'C3542022', 'SHORT STATURE| ONYCHODYSPLASIA| FACIAL DYSMORPHISM| AND HYPOTRICHOSIS SYNDROME', '', '', '', '', '', '', '', '
171, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
171, 'C0036916', 'Sexually Transmitted Diseases', 'C0234233', 'Sore to touch', '', '', '', '', '', '
171, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
171, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
172, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
172, 'C0036916', 'Sexually Transmitted Diseases', 'C0033774', 'Pruritus', '', '', '', '', '', '
172, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0522772', 'Shaving - surgical procedure', '', '', '', '
172, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042232', 'Vagina
172, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1512329', 'Hair Part
172, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1281584', 'Entire finger
172, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0018494', 'Hair
172, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0023759', 'Lip structure
173, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
173, 'C0036916', 'Sexually Transmitted Diseases', 'C0236082', 'Vaginal pain', '', '', '', '', '', '
173, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
173, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1281574', 'Entire urethra
174, 'C0037856', 'Spermatic Cord Torsion', '', '', '', '', '', '', '', '
174, 'C0037856', 'Spermatic Cord Torsion', 'C0030193', 'Pain', '', '', '', '', '', '
174, 'C0037856', 'Spermatic Cord Torsion', '', '', 'C0042387', 'Vasectomy', '', '', '', '
174, 'C0037856', 'Spermatic Cord Torsion', '', '', 'C0280090', 'aminoglutethimide/danazol/hydrocortisone/tamoxifen', '', '', '', '
174, 'C0037856', 'Spermatic Cord Torsion', '', '', '', '', '', '', 'C0227997', 'Structure of right testis
176, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
176, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0545924', 'penis and vagina
181, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', '', '
181, 'C0027051', 'Myocardial Infarction', 'C0027497', 'Nausea', '', '', '', '', '', '
181, 'C0027051', 'Myocardial Infarction', 'C0015672', 'Fatigue', '', '', '', '', '', '
181, 'C0027051', 'Myocardial Infarction', 'C0013404', 'Dyspnea', '', '', '', '', '', '
181, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', 'C0018787', 'Heart
181, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', 'C0230426', 'Structure of left thigh
181, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', 'C0018792', 'Heart Atrium
181, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', 'C0003842', 'Arteries
184, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
185, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
185, 'C0036916', 'Sexually Transmitted Diseases', 'C0085624', 'Burning sensation', '', '', '', '', '', '
185, 'C0036916', 'Sexually Transmitted Diseases', 'C0497481', 'Pain in penis', '', '', '', '', '', '
185, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
185, 'C0036916', 'Sexually Transmitted Diseases', 'C0234233', 'Sore to touch', '', '', '', '', '', '
185, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030797', 'Pelvis
185, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
185, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1281573', 'Entire bladder
185, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1281583', 'Entire hand
186, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
186, 'C0036916', 'Sexually Transmitted Diseases', 'C0683369', 'Clouded consciousness', '', '', '', '', '', '
187, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
188, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
189, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
189, 'C0036916', 'Sexually Transmitted Diseases', 'C0015230', 'Exanthema', '', '', '', '', '', '
189, 'C0036916', 'Sexually Transmitted Diseases', 'C0231218', 'Malaise', '', '', '', '', '', '
189, 'C0036916', 'Sexually Transmitted Diseases', 'C0085624', 'Burning sensation', '', '', '', '', '', '
189, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0017420', 'Genitalia
190, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
190, 'C0036916', 'Sexually Transmitted Diseases', 'C0015230', 'Exanthema', '', '', '', '', '', '
190, 'C0036916', 'Sexually Transmitted Diseases', 'C0033774', 'Pruritus', '', '', '', '', '', '
190, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
190, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0227936', 'Body of penis
191, 'C0039082', 'Syndrome', '', '', '', '', '', '', '', '
191, 'C0039082', 'Syndrome', '', '', 'C1522704', 'Exercise Pain Management', '', '', '', '
192, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
192, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
192, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0007874', 'Cervix Uteri
193, 'C0038454', 'Cerebrovascular accident', '', '', '', '', '', '', '', '
193, 'C0038454', 'Cerebrovascular accident', '', '', 'C0848753', 'pacemaker implant', '', '', '', '
196, 'C1273976', 'First myocardial infarction', '', '', '', '', '', '', '', '
197, 'C0242350', 'Erectile dysfunction', '', '', '', '', '', '', '', '
198, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
198, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
198, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0016504', 'Foot
200, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
200, 'C0036916', 'Sexually Transmitted Diseases', 'C0085624', 'Burning sensation', '', '', '', '', '', '
201, 'C0018799', 'Heart Diseases', '', '', '', '', '', '', '', '
201, 'C0018799', 'Heart Diseases', '', '', '', '', '', '', 'C0018787', 'Heart
202, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
202, 'C0036916', 'Sexually Transmitted Diseases', 'C0234238', 'Ache', '', '', '', '', '', '
202, 'C0036916', 'Sexually Transmitted Diseases', 'C0563277', 'Right sided abdominal pain', '', '', '', '', '', '
202, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
202, 'C0036916', 'Sexually Transmitted Diseases', 'C0683369', 'Clouded consciousness', '', '', '', '', '', '
202, 'C0036916', 'Sexually Transmitted Diseases', 'C0232495', 'Lower abdominal pain', '', '', '', '', '', '
202, 'C0036916', 'Sexually Transmitted Diseases', 'C0027769', 'Nervousness', '', '', '', '', '', '
202, 'C0036916', 'Sexually Transmitted Diseases', 'C0039591', 'Pain in testicle', '', '', '', '', '', '
202, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
202, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0039597', 'Testis
202, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1280698', 'Entire throat202, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0227997', 'Structure of right testis
203, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
203, 'C0036916', 'Sexually Transmitted Diseases', 'C0015230', 'Exanthema', '', '', '', '', '', '
203, 'C0036916', 'Sexually Transmitted Diseases', 'C0033774', 'Pruritus', '', '', '', '', '', '
203, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0039597', 'Testis
203, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1280739', 'Entire penis
204, 'C0020538', 'Hypertensive disease', '', '', '', '', '', '', '', '
205, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
205, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0152054', 'Therapeutic tactile stimulation', '', '', '', '
